time,r mean,r LB,r UB,p mean,p LB,p UB,K0 mean,K0 LB,K0 UB
10,0.588577119236224,0.471952347352419,0.691324418977351,0.898430194791052,0.870354445174916,0.938888590463823,7750.70150120405,6627.20141843088,8921.54594386144
11,1.00019455213346,0.786522769568737,1.48835479770023,0.82015107310149,0.746478120977848,0.860088070539767,9647.09759194478,8064.91694294727,15912.7973173774
